ID,RET
418595,True
418596,True
418597,True
418598,True
418599,True
418600,False
418601,True
418602,False
418603,True
418604,False
418605,True
418606,False
418607,False
418608,False
418609,True
418610,False
418611,True
418612,True
418613,False
418614,True
418615,False
418616,True
418617,False
418618,True
418619,False
418620,False
418621,True
418622,True
418623,False
418624,False
418625,False
418626,False
418627,True
418628,False
418629,True
418630,True
418631,False
418632,False
418633,False
418634,True
418635,False
418636,False
418637,True
418638,True
418639,True
418640,True
418641,False
418642,True
418643,False
418644,True
418645,True
418646,False
418647,False
418648,False
418649,True
418650,False
418651,False
418652,True
418653,True
418654,False
418655,False
418656,False
418657,False
418658,False
418659,True
418660,True
418661,True
418662,False
418663,True
418664,False
418665,False
418666,False
418667,False
418668,False
418669,False
418670,False
418671,True
418672,True
418673,False
418674,True
418675,True
418676,True
418677,False
418678,True
418679,False
418680,True
418681,True
418682,False
418683,False
418684,True
418685,False
418686,False
418687,True
418688,True
418689,False
418690,True
418691,False
418692,True
418693,False
418694,True
418695,False
418696,False
418697,False
418698,True
418699,True
418700,False
418701,False
418702,True
418703,False
418704,False
418705,False
418706,True
418707,True
418708,True
418709,False
418710,False
418711,False
418712,False
418713,True
418714,True
418715,True
418716,True
418717,False
418718,False
418719,False
418720,False
418721,False
418722,False
418723,True
418724,False
418725,False
418726,False
418727,True
418728,False
418729,True
418730,False
418731,False
418732,False
418733,True
418734,False
418735,False
418736,False
418737,False
418738,False
418739,False
418740,False
418741,False
418742,True
418743,False
418744,False
418745,True
418746,False
418747,False
418748,False
418749,False
418750,False
418751,True
418752,False
418753,False
418754,True
418755,True
418756,False
418757,False
418758,True
418759,False
418760,False
418761,True
418762,False
418763,False
418764,False
418765,False
418766,False
418767,True
418768,False
418769,False
418770,True
418771,False
418772,False
418773,False
418774,False
418775,False
418776,True
418777,False
418778,False
418779,False
418780,False
418781,True
418782,False
418783,True
418784,False
418785,False
418786,False
418787,True
418788,True
418789,False
418790,False
418791,False
418792,False
418793,False
418794,False
418795,False
418796,False
418797,False
418798,False
418799,False
418800,True
418801,False
418802,True
418803,False
418804,True
418805,True
418806,False
418807,False
418808,True
418809,False
418810,False
418811,False
418812,False
418813,False
418814,False
418815,True
418816,True
418817,False
418818,False
418819,True
418820,False
418821,False
418822,False
418823,False
418824,True
418825,False
418826,False
418827,True
418828,False
418829,True
418830,False
418831,False
418832,False
418833,True
418834,True
418835,False
418836,False
418837,False
418838,False
418839,False
418840,True
418841,True
418842,False
418843,True
418844,False
418845,False
418846,False
418847,False
418848,False
418849,True
418850,False
418851,False
418852,False
418853,False
418854,False
418855,False
418856,False
418857,False
418858,True
418859,False
418860,True
418861,True
418862,False
418863,False
418864,True
418865,True
418866,False
418867,False
418868,False
418869,False
418870,True
418871,False
418872,True
418873,True
418874,False
418875,True
418876,False
418877,False
418878,False
418879,True
418880,False
418881,True
418882,False
418883,True
418884,False
418885,True
418886,True
418887,False
418888,True
418889,False
418890,False
418891,False
418892,False
418893,True
418894,False
418895,False
418896,False
418897,False
418898,True
418899,False
418900,False
418901,False
418902,False
418903,True
418904,True
418905,False
418906,False
418907,True
418908,False
418909,False
418910,False
418911,False
418912,False
418913,True
418914,False
418915,False
418916,False
418917,False
418918,False
418919,True
418920,True
418921,False
418922,True
418923,False
418924,True
418925,False
418926,False
418927,False
418928,True
418929,True
418930,True
418931,False
418932,True
418933,False
418934,False
418935,False
418936,True
418937,False
418938,False
418939,True
418940,False
418941,False
418942,True
418943,True
418944,False
418945,True
418946,True
418947,True
418948,True
418949,False
418950,False
418951,True
418952,False
418953,True
418954,True
418955,True
418956,False
418957,False
418958,False
418959,True
