ID,RET
418628,True
418813,False
418900,False
419033,True
419036,False
419061,True
419095,True
419100,False
419145,False
419150,True
419152,False
419178,False
419190,True
419210,False
419297,False
419318,True
419345,False
419386,True
419390,True
419404,False
419423,True
419564,False
419645,False
419658,True
419759,True
419862,False
419903,False
420285,False
420318,False
420338,True
420563,False
420985,False
420998,False
421045,False
421079,False
421089,False
421119,False
421257,True
421266,True
421274,False
421640,False
421856,True
421885,False
421905,False
421911,False
421990,False
422005,False
422014,False
422066,False
422100,True
422328,True
422362,True
422373,False
422379,False
422445,True
422538,False
422560,True
422574,False
422595,True
422597,True
422600,True
422601,True
422650,False
422662,True
422671,False
422691,True
422780,True
423016,False
423110,False
423460,True
423771,True
424109,True
424173,True
424192,True
424209,False
424310,True
424383,True
424665,False
424901,True
424932,True
424953,False
424958,False
425042,False
425061,False
425074,False
425081,False
425130,False
425169,False
425410,True
425445,True
425457,False
425461,False
425597,True
425618,True
425687,True
425705,False
425944,False
426037,True
426485,False
426672,False
426725,True
427076,True
427086,True
427153,False
427174,False
427192,False
427287,True
427295,True
427374,True
427805,True
427951,False
428247,True
428288,False
428923,False
429111,False
430146,False
430403,False
430435,True
430591,False
430667,False
430695,True
430719,False
430876,False
430881,True
430883,False
430904,False
430931,False
430973,True
430977,False
430991,True
431013,False
431015,True
431166,False
431249,False
431262,True
431368,False
431396,True
431524,False
431808,False
431920,True
431957,False
431977,False
432156,False
432222,False
432596,True
432671,False
432683,False
432729,False
432775,True
432797,False
432807,False
432952,True
432961,True
432971,True
433978,True
434620,False
434643,False
434644,True
434652,True
434653,True
434656,False
434658,True
434659,True
434672,True
434673,True
434702,False
434704,True
434705,False
434708,True
434712,False
434716,True
434886,False
436340,True
436979,True
437622,False
437645,False
437646,False
437654,True
437655,True
437658,False
437660,False
437661,True
437672,False
437673,False
437846,False
439228,True
439359,True
439467,False
439641,False
439644,False
439683,True
439713,False
439719,False
439747,True
439819,False
439839,False
439852,False
439862,False
439871,False
439920,False
439939,False
439961,False
440080,False
440100,True
440169,True
440173,True
440187,True
440346,False
440435,True
440533,False
440628,False
440669,False
441009,False
441042,True
441062,False
441206,False
441267,True
441641,True
441652,True
441728,False
441754,False
441774,False
441882,True
441890,False
441973,True
442064,False
442266,True
442360,True
442505,True
442508,True
442537,True
442561,True
442592,False
442651,False
442658,False
442669,True
442675,True
442686,False
442689,False
442701,True
442718,True
442802,False
442823,False
442851,False
442892,True
442896,False
442910,False
442929,True
443073,True
443154,False
443168,True
443270,False
443369,False
443410,False
443788,True
443820,False
443840,False
444064,True
444482,False
444494,False
444541,True
444584,True
444608,True
444618,True
444753,True
444762,True
444771,True
445757,False
446413,False
446414,True
446422,True
446423,True
446426,False
446428,False
446429,False
446442,True
446443,False
446472,False
446474,False
446475,False
446478,False
446482,False
446486,False
446494,True
446504,False
446516,False
446682,True
448125,False
448343,False
448372,True
448392,False
448398,False
448477,False
448492,False
448501,False
448554,False
448589,False
448818,False
448852,True
448863,False
448869,False
449031,False
449053,True
449066,False
449087,True
449089,False
449092,False
449093,True
449136,False
449156,True
449244,True
449480,False
449575,False
449927,True
450189,True
450241,False
450583,True
450647,False
450667,False
450684,False
450786,True
450860,True
450942,False
450974,False
451130,False
451206,False
451234,True
451258,False
451415,False
451420,False
451422,False
451443,False
451470,True
451512,True
451516,True
451530,False
451552,True
451554,True
451706,False
451789,False
451802,True
451909,True
451937,True
452065,False
452350,False
452462,False
452500,False
452520,False
452699,False
452765,False
453140,False
453215,False
453227,True
453273,True
453319,False
453341,True
453351,False
453496,True
453505,True
453516,True
454515,True
455153,False
455176,False
455177,False
455185,True
455186,True
455189,False
455191,False
455192,True
455205,False
455206,True
455235,False
455237,True
455238,False
455241,False
455245,False
455249,False
455257,True
455267,True
455279,True
455444,False
456709,False
456861,False
457019,False
457055,False
457118,False
457129,False
457159,True
457284,True
457304,True
457329,False
457370,True
457374,False
457388,True
457408,True
457410,True
457555,True
457637,False
457650,True
457754,True
457904,True
458195,False
458299,True
458336,False
458356,False
458525,False
458591,True
459031,False
459043,False
459090,False
459121,False
459128,True
459139,False
459163,True
459174,False
459313,False
459322,True
459332,False
459521,True
459731,False
459830,False
459983,True
459986,False
460017,True
460041,True
460072,False
460133,False
460141,False
460152,False
460158,True
460169,False
460172,True
460184,False
460201,True
460285,True
460306,True
460334,False
460375,True
460379,True
460394,False
460413,True
460557,False
460636,False
460650,True
460751,True
460848,True
460889,True
461257,False
461289,False
461309,False
461529,True
461933,True
461945,True
461991,False
462033,False
462066,False
462199,False
462207,True
462216,False
463182,True
463834,False
463835,False
463843,True
463844,True
463847,False
463849,False
463850,True
463863,False
463864,True
463893,False
463895,False
463896,False
463899,False
463903,True
463907,False
463915,False
463925,False
463937,False
463959,False
463961,False
463964,False
463966,False
463968,False
465452,False
465585,False
465693,True
465867,False
465870,True
465909,True
465939,False
465945,False
465973,False
466045,False
466066,False
466079,False
466089,True
466098,True
466147,False
466166,True
466188,False
466306,True
466326,True
466395,True
466399,True
466413,True
466572,True
466661,False
466760,False
466855,False
466896,False
467238,False
467271,True
467291,False
467435,True
467496,True
467871,True
467883,True
467960,True
467986,False
468006,True
468114,True
468122,True
468205,True
468535,True
468648,False
468829,False
468832,False
468872,True
468902,False
468910,False
468946,False
469056,False
469071,False
469081,False
469090,True
469122,False
469199,True
469220,True
469248,False
469289,True
469293,True
469307,False
469326,True
469465,False
469553,True
469653,False
469748,False
469789,False
470138,False
470170,False
470190,False
470340,True
470400,True
470789,True
470801,True
470882,False
470910,True
470929,False
471038,True
471044,True
471226,False
471258,False
471414,False
471490,False
471518,False
471542,False
471699,True
471704,True
471706,True
471727,True
471752,False
471794,True
471798,False
471812,True
471834,False
471836,True
471986,False
472069,True
472082,True
472188,True
472216,True
472342,True
472626,False
472738,True
472775,True
472795,False
472973,False
473039,True
473411,False
473486,False
473498,False
473544,False
473590,True
473612,False
473622,False
473767,False
473776,False
473786,True
474475,False
474748,False
475420,True
475422,False
475424,True
475431,True
475432,True
475434,False
475436,False
475437,True
475450,True
475451,True
475477,False
475479,False
475482,False
475486,False
475490,False
475503,True
475512,False
475524,False
475550,True
475553,False
475556,False
475558,False
475560,False
475564,True
475567,False
475568,False
475574,True
475578,False
475592,False
475855,False
476967,False
477171,False
477265,True
477410,False
477413,False
477442,False
477466,False
477497,False
477556,False
477563,False
477574,False
477580,False
477591,True
477594,False
477606,False
477623,False
477707,True
477728,True
477756,True
477797,False
477801,False
477815,True
477834,True
477978,False
478058,False
478072,True
478174,True
478272,True
478313,True
478688,True
478720,False
478740,False
478961,True
479370,False
479382,True
479428,False
479470,False
479494,True
479504,False
479638,False
479646,True
479655,False
479932,True
480061,False
480167,False
480338,True
480341,False
480380,True
480410,False
480416,False
480443,True
480514,False
480534,False
480547,False
480557,False
480566,False
480615,False
480634,False
480656,False
480814,True
480834,True
480903,False
480907,True
480921,True
481080,True
481169,True
481267,False
481362,False
481403,False
481742,False
481775,False
481795,False
481939,False
482000,True
482371,True
482382,True
482458,False
482484,True
482504,False
482611,False
482619,True
482702,False
482989,False
483224,True
483255,False
483276,False
483281,False
483365,True
483384,False
483396,False
483403,False
483452,False
483491,True
483727,True
483761,True
483773,False
483777,False
483931,True
483952,True
484021,True
484039,True
484277,False
484371,True
484819,False
485005,True
485058,True
485409,True
485419,True
485485,False
485506,True
485524,False
485619,False
485627,True
485706,True
486136,False
486282,False
486617,True
487247,False
487272,True
487273,True
487438,False
488466,False
488723,True
488937,False
489038,False
489195,True
489198,True
489229,False
489253,False
489256,False
489286,False
489347,True
489355,True
489366,True
489372,True
489383,False
489386,True
489398,True
489415,True
489499,False
489520,True
489548,False
489589,False
489593,False
489608,False
489627,True
489771,False
489850,False
489864,False
489965,False
490061,True
490102,False
490468,False
490500,True
490520,True
490740,False
491142,False
491154,False
491200,False
491242,True
491275,False
491408,False
491416,False
491425,True
491602,False
491634,False
491791,False
491867,False
491895,False
491918,False
491946,True
492073,True
492078,True
492080,True
492101,False
492126,True
492168,True
492172,False
492186,False
492208,True
492210,False
492359,False
492442,False
492455,True
492561,True
492589,True
492715,True
492997,False
493108,False
493144,True
493164,False
493340,True
493405,True
493778,False
493852,False
493864,True
493910,True
493956,False
493978,True
493988,False
494133,False
494142,True
494152,True
494541,True
494776,True
494807,False
494828,False
494833,False
494917,False
494936,False
494949,False
494956,False
495005,False
495044,False
495283,False
495318,True
495330,True
495334,False
495489,True
495510,True
495579,True
495597,False
495836,False
495930,False
496378,False
496565,False
496618,True
496970,True
496980,True
497046,False
497067,True
497085,False
497180,False
497188,True
497267,True
497538,True
498176,True
498818,False
498841,False
498842,False
498850,True
498851,False
498854,False
498856,False
498857,True
498871,False
498872,True
498901,True
498903,True
498904,True
498907,True
498911,True
498915,False
499085,False
500552,False
500771,False
500801,True
500821,False
500827,False
500906,False
500921,False
500930,False
500984,False
501021,False
501254,False
501288,True
501299,True
501305,False
501467,False
501489,True
501502,False
501511,True
501515,True
501535,True
501605,True
501623,True
501862,False
501958,True
502579,True
502633,True
502975,True
502985,True
503049,False
503070,True
503088,False
503185,True
503191,True
503267,True
503581,True
503691,False
503868,True
503871,True
503909,True
503939,False
503947,False
503981,True
504088,False
504103,False
504113,False
504122,True
504155,False
504170,True
504248,True
504269,True
504338,False
504342,True
504356,False
504513,False
504602,True
504701,False
504795,False
504836,False
505181,False
505211,True
505231,False
505379,False
505439,True
505819,True
505831,True
505908,False
505934,True
505952,True
506060,False
506066,False
506148,False
506740,False
507016,True
507691,True
507693,False
507695,True
507702,False
507703,True
507705,False
507707,False
507708,False
507721,False
507722,True
507748,False
507750,False
507753,False
507757,False
507761,False
507774,False
507783,False
507795,False
507821,True
507824,False
507827,False
507829,True
507831,False
507835,True
507838,True
507839,True
507845,False
507849,True
507863,True
508127,True
509244,False
509275,True
509392,False
509546,True
509580,True
509643,False
509654,False
509684,False
509810,True
509830,False
509855,True
509897,True
509901,False
509915,True
509935,True
509937,False
510086,True
510168,False
510181,True
510286,True
510314,True
510438,True
510730,False
510836,False
510873,False
510893,True
511066,True
511132,False
511577,False
511589,True
511636,False
511667,False
511674,False
511685,False
511709,False
511720,True
511862,False
511871,False
511881,False
512423,True
512572,False
512869,True
512910,False
513708,False
514750,True
514758,False
515011,True
515041,True
515158,True
515312,True
515346,True
515409,False
515420,False
515450,True
515576,True
515596,True
515621,True
515663,True
515667,False
515681,False
515701,False
515703,True
515851,False
515933,False
515946,True
516051,False
516079,False
516202,False
516494,False
516600,False
516637,False
516657,True
516829,False
516895,True
517340,True
517352,False
517399,False
517430,False
517437,True
517448,True
517472,False
517483,False
517625,True
517634,True
517644,False
518040,True
518277,True
518279,False
518309,True
518332,False
518337,False
518422,False
518441,False
518454,False
518461,True
518511,False
518550,True
518791,True
518826,True
518838,True
518842,False
518977,False
518998,True
519067,False
519085,False
519326,True
519419,True
519868,False
519896,False
520058,True
520111,False
520466,True
520476,True
520545,False
520566,True
520584,False
520679,True
520687,False
520767,False
520854,False
520884,True
521005,False
521163,False
521199,False
521262,False
521273,False
521303,True
521428,False
521448,True
521473,False
521515,True
521519,True
521533,True
521553,False
521555,True
521700,False
521782,False
521795,True
521900,True
522050,False
522342,True
522447,True
522484,False
522504,True
522674,False
522740,True
523181,True
523193,False
523240,False
523271,False
523278,True
523289,False
523313,False
523324,False
523465,False
523474,True
523484,False
524021,False
524169,False
524466,False
524507,True
525148,False
525331,False
526370,False
526378,False
526631,False
526661,True
526779,False
526933,True
526967,True
527030,False
527041,False
527071,False
527197,True
527217,True
527242,False
527284,True
527288,False
527302,False
527322,False
527324,False
527470,True
527552,True
527565,False
527670,False
527698,True
527821,False
528113,False
528219,False
528256,False
528276,False
528447,False
528513,True
528957,True
528969,True
529016,False
529047,True
529054,False
529065,True
529089,False
529100,False
529241,False
529250,True
529260,False
529636,False
530270,True
530912,False
530935,True
530936,True
530944,True
530945,False
530948,True
530950,False
530951,True
530965,True
530966,True
530995,False
530997,True
530998,False
531001,True
531005,False
531009,False
531180,True
532642,False
532860,False
532889,False
532909,True
532915,True
532993,False
533008,True
533017,False
533071,False
533108,False
533340,False
533374,False
533385,False
533391,False
533553,False
533575,False
533588,False
533597,False
533599,False
533602,False
533603,False
533612,True
533632,False
533720,False
533958,False
534054,True
534411,False
534673,True
534726,False
535074,False
535138,False
535159,False
535177,True
535274,True
535280,False
535356,False
535670,False
535780,True
535957,False
535960,True
535998,True
536028,False
536036,False
536071,True
536179,False
536194,False
536204,False
536213,True
536246,False
536261,False
536339,True
536360,False
536429,True
536433,True
536447,False
536605,False
536694,False
536793,False
536887,False
536928,False
537275,False
537307,False
537327,False
537476,False
537536,True
537918,True
537930,True
538007,False
538033,False
538052,False
538160,True
538166,False
538250,True
538529,False
538747,True
538776,False
538796,True
538802,False
538881,False
538896,False
538905,False
538959,False
538995,False
539226,False
539259,True
539270,True
539276,False
539438,False
539460,True
539473,False
539483,True
539485,True
